Judul Produk,Link Gambar,Harga,Harga Coret,Deskripsi,Status,Berat,Label
Harry Potter [01] – *The Sorcerer’s Stone*,https://lh3.googleusercontent.com/d/1cH5XtRAOp4PFwEe8JBgMAm43CKG9XFJN,Rp3.500,Rp15.000,"Harry Potter [01] – The Sorcerer’s Stone adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Gaya Filsafat Nietzsche - A. Setyo Wibowo (Z-Library),https://lh3.googleusercontent.com/d/1gql8ohOLf6Y4B9FlvHWCLcn1FOAyitEg,Rp3.500,Rp15.000,"Gaya Filsafat Nietzsche - A. Setyo Wibowo (Z-Library) adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Hello Cello,https://lh3.googleusercontent.com/d/1J_aM32Vr05pWlkLC8VMwKtkDt65P17A9,Rp3.500,Rp15.000,"Hello Cello adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Diary of a Wimpy Kid [05] – *The Ugly Truth* – Jeff Kinney,https://lh3.googleusercontent.com/d/1n2oxiQCha68ITbbCPRFMnAgaE2BeLe6c,Rp3.500,Rp15.000,"Diary of a Wimpy Kid [05] – The Ugly Truth – Jeff Kinney adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Filsafat Agama – Magdalena Pranata Santoso,https://lh3.googleusercontent.com/d/1VI3dWuhHC9kRPu-7O08EAF12p74LaEPK,Rp3.500,Rp15.000,"Filsafat Agama – Magdalena Pranata Santoso adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Malioboro at Midnight,https://lh3.googleusercontent.com/d/1x1CY9tiJCP-qdN14xkevuMPYuCW05I-U,Rp3.500,Rp15.000,"Malioboro at Midnight adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Aneh dan Lucu: 100 Kisah Menarik Penuh Ibrah,https://lh3.googleusercontent.com/d/1KmCi5FVTn6L9gMG7wVR0OiZ_o8-Q79DG,Rp3.500,Rp15.000,"Aneh dan Lucu: 100 Kisah Menarik Penuh Ibrah adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Kisah Para Nabi: Kisah 31 Nabi dari Adam hingga Isa - Ibnu Katsir,https://lh3.googleusercontent.com/d/1mBbyJfi4cp2mmit4IOsuh3LKehwv6N-7,Rp3.500,Rp15.000,"Kisah Para Nabi: Kisah 31 Nabi dari Adam hingga Isa - Ibnu Katsir adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Aksi Massa oleh Tan Malaka,https://lh3.googleusercontent.com/d/1Uql-RI0gBQuF5Z44eK9KTE9Alsyduscy,Rp3.500,Rp15.000,"Aksi Massa oleh Tan Malaka adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Grit: The Power of Passion and Perseverance Bahasa Indonesia,https://lh3.googleusercontent.com/d/1KseOCnIFsL7E8ZKxUR4k_llprM_C7HWT,Rp3.500,Rp15.000,"Grit: The Power of Passion and Perseverance Bahasa Indonesia adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Good Material (Alderton Do) (Z-Library),https://lh3.googleusercontent.com/d/1Gv43rjpHWAHyVxgIpCCe1LTeJg75rKsn,Rp3.500,Rp15.000,"Good Material (Alderton Do) (Z-Library) adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Catatan Juang – Fiersa Besari,https://lh3.googleusercontent.com/d/1HyZP724YmK2vrYcpQW70CmwvaMUrann-,Rp3.500,Rp15.000,"Catatan Juang – Fiersa Besari adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Metodologi Penelitian - Sugiyono,https://lh3.googleusercontent.com/d/1y-qZUEnUs-V55dRrMxscA9YYTCSCpGFj,Rp3.500,Rp15.000,"Metodologi Penelitian - Sugiyono adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Belajar Tidak Bicara,https://lh3.googleusercontent.com/d/1QNINy7bwq8BlGAIIDBeBQuPBiX9fH912,Rp3.500,Rp15.000,"Belajar Tidak Bicara adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
The Psychology of Emotion from Everyday Life to Theory by Kenneth,https://lh3.googleusercontent.com/d/1yOyzO40dHV0Cp_mnH0nd2WZ8lkFAZYW7,Rp3.500,Rp15.000,"The Psychology of Emotion from Everyday Life to Theory by Kenneth adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Jika Kita Tak Pernah Jatuh (Z-Library),https://lh3.googleusercontent.com/d/169DXpsJR-_da6SZBAr4IZc6Is_rbIOTB,Rp3.500,Rp15.000,"Jika Kita Tak Pernah Jatuh (Z-Library) adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Catatan dari Bawah Tanah – Fyodor Dostoyevsky,https://lh3.googleusercontent.com/d/1uIpbIgFm7aWD6-L1_0KrsNe_FadrcrJz,Rp3.500,Rp15.000,"Catatan dari Bawah Tanah – Fyodor Dostoyevsky adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Buku Motivasi Hidup,https://lh3.googleusercontent.com/d/1jXx4OM0TQujDl17PuulO19Qcs2TCl-9p,Rp3.500,Rp15.000,"Buku Motivasi Hidup adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Filosofi Kopi – Dee Lestari,https://lh3.googleusercontent.com/d/1Iy2gi6CXAf36h0u_wqG9dU-vZcOgnfAC,Rp3.500,Rp15.000,"Filosofi Kopi – Dee Lestari adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Manipulasi Photoshop dengan Langkah demi Langkah - Endi Astiko,https://lh3.googleusercontent.com/d/1AjnC7wENuSDC42xtie0azzrkLJkiSrgU,Rp3.500,Rp15.000,"Manipulasi Photoshop dengan Langkah demi Langkah - Endi Astiko adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Berani Bahagia - Ichiro Kishimi dan Fumitake Koga (Z-Library),https://lh3.googleusercontent.com/d/bc1qg4zndrsatg0j6xzdc5czs9l3vntz5gwwsrp6py_ptgZ,Rp3.500,Rp15.000,"Berani Bahagia - Ichiro Kishimi dan Fumitake Koga (Z-Library) adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Quiet Impact: Tak Masalah Jadi Orang Introvert,https://lh3.googleusercontent.com/d/1gPzLrYgyEP5nMAkjgydBm0Dj1yjHRiAA,Rp3.500,Rp15.000,"Quiet Impact: Tak Masalah Jadi Orang Introvert adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
The Personal MBA,https://lh3.googleusercontent.com/d/1neTbzV-fanqZv2TmjGmh9pPrc2RN9m03,Rp3.500,Rp15.000,"The Personal MBA adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Pemrograman Web dengan PHP dan Framework CodeIgniter,https://lh3.googleusercontent.com/d/1rOfKwzi5kSL7PQbzdPwjJsjFyShe0NJW,Rp3.500,Rp15.000,"Pemrograman Web dengan PHP dan Framework CodeIgniter adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Modul Asyik Belajar Bahasa Arab,https://lh3.googleusercontent.com/d/17lCfCoIxXM7XIt3hKPLT7EpsrnsGUY5-,Rp3.500,Rp15.000,"Modul Asyik Belajar Bahasa Arab adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Jalan Orang Saleh Menuju Surga,https://lh3.googleusercontent.com/d/1l9XPeAtJ6CvhMLlkek0xi1tOKhkWQeNf,Rp3.500,Rp15.000,"Jalan Orang Saleh Menuju Surga adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Penyembuhan Diri dengan Al-Qur’an,https://lh3.googleusercontent.com/d/bc1qg4zndrsatg0j6xzdc5czs9l3vntz5gwwsrp6py,Rp3.500,Rp15.000,"Penyembuhan Diri dengan Al-Qur’an adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Kitab Al-Hikam,https://lh3.googleusercontent.com/d/1Er3108JQp_KRBUqNMNLHqBGvazHyDShI,Rp3.500,Rp15.000,"Kitab Al-Hikam adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Perpustakaan Tengah Malam,https://lh3.googleusercontent.com/d/1rp3gSsuYBwnXm8d0LqqOYXPiclNaOUTm,Rp3.500,Rp15.000,"Perpustakaan Tengah Malam adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
